"user_id","game_name","payment_month","revenue_amount_usd","language","has_older_device_model","age","engagement_month","churn_month","last_month","type_payment","lt"
"14RMzQMoG017OLkaDBFjng==","game 3","2022-07-01 00:00:00+00","14.43","uk","",36,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-09-01 00:00:00+00","34.8","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","22.32","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-08-01 00:00:00+00","19.71","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-10-01 00:00:00+00","30.36","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-08-01 00:00:00+00","25.74","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","17.64","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","28.62","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-08-01 00:00:00+00","43.59","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","20.64","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","30.06","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","14.67","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-10-01 00:00:00+00","12.99","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-10-01 00:00:00+00","12.45","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-11-01 00:00:00+00","14.19","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"1dvc3uv3gFy83YY5oJeFkQ==","game 3","2022-08-01 00:00:00+00","22.44","uk","",17,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"1dvc3uv3gFy83YY5oJeFkQ==","game 3","2022-08-01 00:00:00+00","23.49","uk","",17,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-08-01 00:00:00+00","21.18","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-09-01 00:00:00+00","13.71","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-06-01 00:00:00+00","18.03","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-10-01 00:00:00+00","14.85","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-07-01 00:00:00+00","16.29","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-06-01 00:00:00+00","21.33","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-10-01 00:00:00+00","13.23","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-10-01 00:00:00+00","18.9","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-12-01 00:00:00+00","38.37","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-06-01 00:00:00+00","16.77","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-11-01 00:00:00+00","20.13","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-10-01 00:00:00+00","22.47","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-09-01 00:00:00+00","17.82","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-11-01 00:00:00+00","16.8","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-10-01 00:00:00+00","21.36","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-10-01 00:00:00+00","20.37","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-10-01 00:00:00+00","12.99","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-11-01 00:00:00+00","46.47","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-09-01 00:00:00+00","18.42","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-09-01 00:00:00+00","21.96","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-12-01 00:00:00+00","21.72","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-09-01 00:00:00+00","33.36","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-11-01 00:00:00+00","18.15","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-12-01 00:00:00+00","30.66","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-10-01 00:00:00+00","29.25","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-12-01 00:00:00+00","38.82","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"29qvbD06oXdmg5G7X/Wigw==","game 3","2022-12-01 00:00:00+00","24.51","uk","",17,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","0"
"2be8IOVjt9pzDDEVqZwIKQ==","game 3","2022-12-01 00:00:00+00","21.03","ru","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2be8IOVjt9pzDDEVqZwIKQ==","game 3","2022-12-01 00:00:00+00","18.0","ru","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2be8IOVjt9pzDDEVqZwIKQ==","game 3","2022-10-01 00:00:00+00","27.0","ru","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"2be8IOVjt9pzDDEVqZwIKQ==","game 3","2022-12-01 00:00:00+00","30.93","ru","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-10-01 00:00:00+00","18.96","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-11-01 00:00:00+00","29.13","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-12-01 00:00:00+00","14.13","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-06-01 00:00:00+00","22.47","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-04-01 00:00:00+00","31.95","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-08-01 00:00:00+00","14.19","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-05-01 00:00:00+00","30.33","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-04-01 00:00:00+00","24.9","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-10-01 00:00:00+00","23.88","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-07-01 00:00:00+00","24.84","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-10-01 00:00:00+00","16.44","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-10-01 00:00:00+00","21.66","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-09-01 00:00:00+00","14.04","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-10-01 00:00:00+00","17.94","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-11-01 00:00:00+00","24.84","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","2"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","15.0","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-08-01 00:00:00+00","16.86","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-10-01 00:00:00+00","28.53","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-08-01 00:00:00+00","18.48","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","12.21","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","27.06","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-10-01 00:00:00+00","14.19","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","12.12","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","14.01","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-12-01 00:00:00+00","25.98","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-11-01 00:00:00+00","22.68","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"2onLVyXEEj2aH+D4N9ldYQ==","game 3","2022-08-01 00:00:00+00","14.7","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-04-01 00:00:00+00","28.17","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-05-01 00:00:00+00","15.33","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-10-01 00:00:00+00","21.87","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-09-01 00:00:00+00","12.12","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-04-01 00:00:00+00","26.79","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-11-01 00:00:00+00","15.99","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-05-01 00:00:00+00","30.51","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-05-01 00:00:00+00","26.22","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-07-01 00:00:00+00","14.31","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-06-01 00:00:00+00","25.35","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-07-01 00:00:00+00","23.79","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-08-01 00:00:00+00","18.84","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-06-01 00:00:00+00","17.64","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-08-01 00:00:00+00","16.23","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-07-01 00:00:00+00","18.48","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-08-01 00:00:00+00","19.98","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-04-01 00:00:00+00","40.59","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-07-01 00:00:00+00","14.01","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-08-01 00:00:00+00","23.28","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-07-01 00:00:00+00","18.09","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-04-01 00:00:00+00","22.68","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
